EmployeeID,Name,Department,JobTitle,ManagerID,City,EmploymentType,BirthDate,JoinDate,Salary_PKR,PerformanceRating,Skills,Email
E1145,Shahzaib Farooq,Sales,Sales Executive,E1075,Karachi,Part-Time,1984-04-18,04-Jul-2019,118800.0,2.9,"Accounting, Data Analysis, SQL",shahzaib.farooq@company.com
E1152,Iqra Khan,Operations,Operations Executive,E1099,Lahore,Part-Time,1987-11-01,17-Mar-2020,67100.0,2.8,Accounting,iqra.khan@company.com
E1015,Sadia Farooq,Operations,Operations Manager,E1000,Karachi,Part-Time,1994-05-01,03/06/2021,77600.0,2.6,PowerBI,sadia.farooq@company.com
E1179,Omar Sheikh,HR,HR Manager,E1131,Islamabad,Contract,1993-06-01,16/05/2022,95600.0,4.9,"Customer Service, Java, React",omar.sheikh@company.com
E1037,Danish Butt,Finance,Financial Analyst,E1020,Rawalpindi,Full-Time,1991-11-07,2024-05-12,113100.0,3.6,"Python, React, SQL",danish.butt@company.com
E1074,Tahir Butt,Finance,Accountant,E1005,Islamabad,Full-Time,1976-10-18,10/12/2020,135700.0,3.9,"Communication, Photoshop, SEO",tahir.butt@company.com
E1129,Ali Farooq,Engineering,Senior Software Engineer,,Islamabad,Full-Time,1995-02-23,30/09/2020,,3.3,"Customer Service, Data Analysis, Excel",ali.farooq@company.com
E1140,Salman Raza,Marketing,Marketing Manager,E1134,Faisalabad,Part-Time,2001-08-17,17/07/2024,106700.0,3.1,"Communication, Python, React, SEO",salman.raza@company.com
E1034,Salman Javed,Operations,Operations Manager,E1003,Rawalpindi,Full-Time,1991-08-16,2019-03-29,103500.0,3.6,Java,salman.javed@company.com
E1132,Komal Butt,Engineering,DevOps Engineer,E1088,Karachi,Contract,2001-06-27,2024-06-10,136400.0,3.0,Leadership,komal.butt@company.com
E1125,Nimra Javed,Engineering,QA Engineer,E1005,Faisalabad,Part-Time,1990-06-23,15/11/2021,108400.0,3.5,"Accounting, Cloud",nimra.javed@company.com
E1045,Kinza Iqbal,Engineering,DevOps Engineer,,Multan,Contract,1993-11-25,2023-07-04,150700.0,3.6,"Customer Service, Photoshop, SEO",kinza.iqbal@company.com
E1160,Adeel Chaudhry,Sales,Business Development Rep,E1148,Karachi,Contract,1986-11-14,2022-04-21,95700.0,3.7,Customer Service,adeel.chaudhry@company.com
E1092,Ahmed Sheikh,Operations,Operations Executive,,Faisalabad,Contract,1990-03-08,19/11/2019,101700.0,4.1,"Java, Negotiation, PowerBI",ahmed.sheikh@company.com
E1109,Asad Raza,Operations,Operations Executive,,Islamabad,Contract,1999-08-17,2020-11-15,89200.0,,"Cloud, Java",asad.raza@company.com
E1024,Sadia Chaudhry,Operations,Operations Manager,E1007,Multan,Full-Time,1979-02-10,15/03/2019,95300.0,2.9,"Excel, PowerBI, SQL",
E1082,Omar Malik,Customer Support,Support Agent,E1056,Rawalpindi,Full-Time,1984-12-03,21/02/2023,62900.0,4.1,SQL,omar.malik@company.com
E1071,Ali Sheikh,Engineering,Software Engineer,E1012,Lahore,Contract,1995-03-06,27-May-2018,123500.0,3.2,"React, SEO",ali.sheikh@company.com
E1161,Sana Chaudhry,Operations,Operations Manager,,Lahore,Contract,1983-02-25,02/04/2018,81600.0,3.4,"Accounting, React, SEO, SQL",sana.chaudhry@company.com
E1076,Rizwan Khan,Sales,Sales Manager,E1000,Karachi,Full-Time,1982-10-22,03/06/2020,115700.0,5.0,"Accounting, Customer Service, Data Analysis, SQL",rizwan.khan@company.com
E1013,Waqas Farooq,Sales,Business Development Rep,E1010,Rawalpindi,Part-Time,1991-06-26,23/05/2020,79500.0,3.3,"Accounting, SEO",waqas.farooq@company.com
E1081,Omar Iqbal,Finance,Finance Manager,E1067,Multan,Contract,1986-04-27,2019-09-13,129500.0,3.6,"Communication, Leadership, Python",
E1091,Zainab Farooq,Engineering,QA Engineer,,multan,Contract,1998-12-20,03-Jan-2021,166500.0,2.8,"Accounting, Excel, SEO",
E1080,Usman Chaudhry,Engineering,Engineering Manager,E1069,Rawalpindi,Part-Time,1987-07-19,24-Nov-2023,152600.0,5.0,"Accounting, Customer Service, Leadership, Project Management",usman.chaudhry@company.com
E1153,Ahmed Khan,Customer Support,Support Team Lead,,Multan,Part-Time,1979-09-20,2020-11-21,59900.0,3.0,"Accounting, Leadership",ahmed.khan@company.com
